Problem ID,Problem Name,Acceptance Rate,Difficulty
2355,Maximum Number of Books You Can Take,40.7,Hard
2356,Number of Unique Subjects Taught by Each Teacher,87.8,Easy
2357,Make Array Zero by Subtracting Equal Amounts,72.3,Easy
2358,Maximum Number of Groups Entering a Competition,67.8,Medium
2359,Find Closest Node to Given Two Nodes,45.5,Medium
2360,Longest Cycle in a Graph,49.9,Hard
2361,Minimum Costs Using the Train Line,78.8,Hard
2362,Generate the Invoice,74.1,Hard
2363,Merge Similar Items,75.5,Easy
2364,Count Number of Bad Pairs,41.4,Medium
2365,Task Scheduler II,52.1,Medium
2366,Minimum Replacements to Sort the Array,53.7,Hard
2367,Number of Arithmetic Triplets,84.0,Easy
2368,Reachable Nodes With Restrictions,58.6,Medium
2369,Check if There is a Valid Partition For The Array,51.8,Medium
2370,Longest Ideal Subsequence,47.6,Medium
2371,Minimize Maximum Value in a Grid,65.7,Hard
2372,Calculate the Influence of Each Salesperson,82.5,Medium
2373,Largest Local Values in a Matrix,88.2,Easy
2374,Node With Highest Edge Score,47.4,Medium
2375,Construct Smallest Number From DI String,75.7,Medium
2376,Count Special Integers,38.4,Hard
2377,Sort the Olympic Table,78.6,Easy
2378,Choose Edges to Maximize Score in a Tree,58.2,Medium
2379,Minimum Recolors to Get K Consecutive Black Blocks,58.7,Easy
2380,Time Needed to Rearrange a Binary String,49.8,Medium
2381,Shifting Letters II,37.2,Medium
2382,Maximum Segment Sum After Removals,48.8,Hard
2383,Minimum Hours of Training to Win a Competition,41.1,Easy
2384,Largest Palindromic Number,34.6,Medium
2385,Amount of Time for Binary Tree to Be Infected,62.8,Medium
2386,Find the K-Sum of an Array,38.8,Hard
2387,Median of a Row Wise Sorted Matrix,71.0,Medium
2388,Change Null Values in a Table to the Previous Value,50.3,Medium
2389,Longest Subsequence With Limited Sum,71.7,Easy
2390,Removing Stars From a String,75.1,Medium
2391,Minimum Amount of Time to Collect Garbage,85.3,Medium
2392,Build a Matrix With Conditions,61.2,Hard
2393,Count Strictly Increasing Subarrays,75.1,Medium
2394,Employees With Deductions,40.3,Medium
2395,Find Subarrays With Equal Sum,65.0,Easy
2396,Strictly Palindromic Number,87.5,Medium
2397,Maximum Rows Covered by Columns,54.8,Medium
2398,Maximum Number of Robots Within Budget,34.3,Hard
2399,Check Distances Between Same Letters,70.4,Easy
2400,Number of Ways to Reach a Position After Exactly k Steps,35.1,Medium
2401,Longest Nice Subarray,50.9,Medium
2402,Meeting Rooms III,44.6,Hard
2403,Minimum Time to Kill All Monsters,56.1,Hard
2404,Most Frequent Even Element,50.4,Easy
2405,Optimal Partition of String,78.0,Medium
2406,Divide Intervals Into Minimum Number of Groups,47.0,Medium
2407,Longest Increasing Subsequence II,23.6,Hard
2408,Design SQL,78.5,Medium
2409,Count Days Spent Together,44.8,Easy
2410,Maximum Matching of Players With Trainers,62.7,Medium
2411,Smallest Subarrays With Maximum Bitwise OR,43.9,Medium
2412,Minimum Money Required Before Transactions,40.2,Hard
2413,Smallest Even Multiple,87.6,Easy
2414,Length of the Longest Alphabetical Continuous Substring,58.0,Medium
2415,Reverse Odd Levels of Binary Tree,77.6,Medium
2416,Sum of Prefix Scores of Strings,45.7,Hard
2417,Closest Fair Integer,45.1,Medium
2418,Sort the People,80.0,Easy
2419,Longest Subarray With Maximum Bitwise AND,49.3,Medium
2420,Find All Good Indices,38.6,Medium
2421,Number of Good Paths,56.4,Hard
2422,Merge Operations to Turn Array Into a Palindrome,69.3,Medium
2423,Remove Letter To Equalize Frequency,17.3,Easy
2424,Longest Uploaded Prefix,55.3,Medium
2425,Bitwise XOR of All Pairings,58.0,Medium
2426,Number of Pairs Satisfying Inequality,44.0,Hard
2427,Number of Common Factors,78.9,Easy
2428,Maximum Sum of an Hourglass,74.8,Medium
2429,Minimize XOR,44.0,Medium
2430,Maximum Deletions on a String,33.1,Hard
2431,Maximize Total Tastiness of Purchased Fruits,64.5,Medium
2432,The Employee That Worked on the Longest Task,50.0,Easy
2433,Find The Original Array of Prefix Xor,88.0,Medium
2434,Using a Robot to Print the Lexicographically Smallest String,39.6,Medium
2435,Paths in Matrix Whose Sum Is Divisible by K,42.7,Hard
2436,Minimum Split Into Subarrays With GCD Greater Than One,71.7,Medium
2437,Number of Valid Clock Times,46.5,Easy
2438,Range Product Queries of Powers,40.1,Medium
2439,Minimize Maximum of Array,46.6,Medium
2440,Create Components With Same Value,53.0,Hard
2441,Largest Positive Integer That Exists With Its Negative,75.2,Easy
2442,Count Number of Distinct Integers After Reverse Operations,79.2,Medium
2443,Sum of Number and Its Reverse,47.2,Medium
2444,Count Subarrays With Fixed Bounds,68.1,Hard
2445,Number of Nodes With Value One,69.0,Medium
2446,Determine if Two Events Have Conflict,50.8,Easy
2447,Number of Subarrays With GCD Equal to K,49.9,Medium
2448,Minimum Cost to Make Array Equal,45.9,Hard
2449,Minimum Number of Operations to Make Arrays Similar,61.8,Hard
2450,Number of Distinct Binary Strings After Applying Operations,64.5,Medium
2451,Odd String Difference,59.1,Easy
2452,Words Within Two Edits of Dictionary,60.6,Medium
2453,Destroy Sequential Targets,39.1,Medium
2454,Next Greater Element IV,38.8,Hard
2455,Average Value of Even Numbers That Are Divisible by Three,60.1,Easy
2456,Most Popular Video Creator,43.7,Medium
2457,Minimum Addition to Make Integer Beautiful,37.5,Medium
2458,Height of Binary Tree After Subtree Removal Queries,40.3,Hard
2459,Sort Array by Moving Items to Empty Space,45.8,Hard
2460,Apply Operations to an Array,67.4,Easy
2461,Maximum Sum of Distinct Subarrays With Length K,33.9,Medium
2462,Total Cost to Hire K Workers,43.1,Medium
2463,Minimum Total Distance Traveled,40.6,Hard
2464,Minimum Subarrays in a Valid Split,54.4,Medium
2465,Number of Distinct Averages,57.8,Easy
2466,Count Ways To Build Good Strings,54.6,Medium
2467,Most Profitable Path in a Tree,49.0,Medium
2468,Split Message Based on Limit,44.5,Hard
2469,Convert the Temperature,89.3,Easy
2470,Number of Subarrays With LCM Equal to K,38.8,Medium
2471,Minimum Number of Operations to Sort a Binary Tree by Level,61.9,Medium
2472,Maximum Number of Non-overlapping Palindrome Substrings,40.1,Hard
2473,Minimum Cost to Buy Apples,68.0,Medium
2474,Customers With Strictly Increasing Purchases,44.5,Hard
2475,Number of Unequal Triplets in Array,71.2,Easy
2476,Closest Nodes Queries in a Binary Search Tree,41.5,Medium
2477,Minimum Fuel Cost to Report to the Capital,64.7,Medium
2478,Number of Beautiful Partitions,30.9,Hard
2479,Maximum XOR of Two Non-Overlapping Subtrees,49.0,Hard
2480,Form a Chemical Bond,74.8,Easy
2481,Minimum Cuts to Divide a Circle,53.2,Easy
2482,Difference Between Ones and Zeros in Row and Column,84.5,Medium
2483,Minimum Penalty for a Shop,67.3,Medium
2484,Count Palindromic Subsequences,37.7,Hard
2485,Find the Pivot Integer,83.9,Easy
2486,Append Characters to String to Make Subsequence,66.1,Medium
2487,Remove Nodes From Linked List,74.4,Medium
2488,Count Subarrays With Median K,44.3,Hard
2489,Number of Substrings With Fixed Ratio,58.1,Medium
2490,Circular Sentence,62.7,Easy
2491,Divide Players Into Teams of Equal Skill,59.6,Medium
2492,Minimum Score of a Path Between Two Cities,57.5,Medium
2493,Divide Nodes Into the Maximum Number of Groups,38.5,Hard
2494,Merge Overlapping Events in the Same Hall,31.1,Hard
2495,Number of Subarrays Having Even Product,64.3,Medium
2496,Maximum Value of a String in an Array,72.1,Easy
2497,Maximum Star Sum of a Graph,39.0,Medium
2498,Frog Jump II,61.7,Medium
2499,Minimum Total Cost to Make Arrays Unequal,43.9,Hard
2500,Delete Greatest Value in Each Row,77.9,Easy
2501,Longest Square Streak in an Array,39.6,Medium
2502,Design Memory Allocator,52.8,Medium
2503,Maximum Number of Points From Grid Queries,37.4,Hard
2504,Concatenate the Name and the Profession,74.4,Easy
2505,Bitwise OR of All Subsequence Sums,68.5,Medium
2506,Count Pairs Of Similar Strings,69.6,Easy
2507,Smallest Value After Replacing With Sum of Prime Factors,48.4,Medium
2508,Add Edges to Make Degrees of All Nodes Even,31.4,Hard
2509,Cycle Length Queries in a Tree,56.0,Hard
2510,Check if There is a Path With Equal Number of 0's And 1's,50.2,Medium
2511,Maximum Enemy Forts That Can Be Captured,38.2,Easy
2512,Reward Top K Students,45.1,Medium
2513,Minimize the Maximum of Two Arrays,30.0,Medium
2514,Count Anagrams,32.5,Hard
2515,Shortest Distance to Target String in a Circular Array,48.9,Easy
2516,Take K of Each Character From Left and Right,34.4,Medium
2517,Maximum Tastiness of Candy Basket,63.2,Medium
2518,Number of Great Partitions,31.3,Hard
2519,Count the Number of K-Big Indices,53.3,Hard
2520,Count the Digits That Divide a Number,84.4,Easy
2521,Distinct Prime Factors of Product of Array,51.0,Medium
2522,Partition String Into Substrings With Values at Most K,46.1,Medium
2523,Closest Prime Numbers in Range,37.1,Medium
2524,Maximum Frequency Score of a Subarray,40.4,Hard
2525,Categorize Box According to Criteria,35.4,Easy
2526,Find Consecutive Integers from a Data Stream,49.1,Medium
2527,Find Xor-Beauty of Array,68.0,Medium
2528,Maximize the Minimum Powered City,32.4,Hard
2529,Maximum Count of Positive Integer and Negative Integer,71.0,Easy
2530,Maximal Score After Applying K Operations,45.6,Medium
2531,Make Number of Distinct Characters Equal,26.2,Medium
2532,Time to Cross a Bridge,44.6,Hard
2533,Number of Good Binary Strings,51.8,Medium
2534,Time Taken to Cross the Door,49.5,Hard
2535,Difference Between Element Sum and Digit Sum of an Array,84.2,Easy
2536,Increment Submatrices by One,49.1,Medium
2537,Count the Number of Good Subarrays,50.1,Medium
2538,Difference Between Maximum and Minimum Price Sum,32.3,Hard
2539,Count the Number of Good Subsequences,52.9,Medium
2540,Minimum Common Value,59.3,Easy
2541,Minimum Operations to Make Array Equal II,31.4,Medium
2542,Maximum Subsequence Score,53.6,Medium
2543,Check if Point Is Reachable,42.0,Hard
2544,Alternating Digit Sum,68.2,Easy
2545,Sort the Students by Their Kth Score,85.2,Medium
2546,Apply Bitwise Operations to Make Strings Equal,41.0,Medium
2547,Minimum Cost to Split an Array,40.0,Hard
2548,Maximum Price to Fill a Bag,65.5,Medium
2549,Count Distinct Numbers on Board,60.1,Easy
2550,Count Collisions of Monkeys on a Polygon,27.4,Medium
2551,Put Marbles in Bags,66.7,Hard
2552,Count Increasing Quadruplets,33.7,Hard
2553,Separate the Digits in an Array,79.1,Easy
2554,Maximum Number of Integers to Choose From a Range I,53.6,Medium
2555,Maximize Win From Two Segments,32.9,Medium
2556,Disconnect Path in a Binary Matrix by at Most One Flip,27.3,Medium
2557,Maximum Number of Integers to Choose From a Range II,41.5,Medium
2558,Take Gifts From the Richest Pile,66.6,Easy
2559,Count Vowel Strings in Ranges,51.8,Medium
2560,House Robber IV,42.9,Medium
2561,Rearranging Fruits,34.0,Hard
2562,Find the Array Concatenation Value,69.7,Easy
2563,Count the Number of Fair Pairs,32.7,Medium
2564,Substring XOR Queries,33.4,Medium
2565,Subsequence With the Minimum Score,31.7,Hard
2566,Maximum Difference by Remapping a Digit,59.6,Easy
2567,Minimum Score by Changing Two Elements,47.7,Medium
2568,Minimum Impossible OR,57.5,Medium
2569,Handling Sum Queries After Update,27.6,Hard
2570,Merge Two 2D Arrays by Summing Values,73.4,Easy
2571,Minimum Operations to Reduce an Integer to 0,54.8,Medium
2572,Count the Number of Square-Free Subsets,23.0,Medium
2573,Find the String with LCP,32.0,Hard
2574,Left and Right Sum Differences,86.3,Easy
2575,Find the Divisibility Array of a String,32.4,Medium
2576,Find the Maximum Number of Marked Indices,38.2,Medium
2577,Minimum Time to Visit a Cell In a Grid,35.6,Hard
2578,Split With Minimum Sum,70.2,Easy
2579,Count Total Number of Colored Cells,57.5,Medium
2580,Count Ways to Group Overlapping Ranges,35.9,Medium
2581,Count Number of Possible Root Nodes,46.1,Hard
2582,Pass the Pillow,45.8,Easy
2583,Kth Largest Sum in a Binary Tree,47.3,Medium
2584,Split the Array to Make Coprime Products,22.8,Hard
2585,Number of Ways to Earn Points,57.3,Hard
2586,Count the Number of Vowel Strings in Range,73.9,Easy
2587,Rearrange Array to Maximize Prefix Score,40.9,Medium
2588,Count the Number of Beautiful Subarrays,50.1,Medium
2589,Minimum Time to Complete All Tasks,38.8,Hard
2590,Design a Todo List,58.5,Medium
2591,Distribute Money to Maximum Children,19.1,Easy
2592,Maximize Greatness of an Array,57.4,Medium
2593,Find Score of an Array After Marking All Elements,52.3,Medium
2594,Minimum Time to Repair Cars,43.7,Medium
2595,Number of Even and Odd Bits,72.9,Easy
2596,Check Knight Tour Configuration,56.8,Medium
2597,The Number of Beautiful Subsets,34.5,Medium
2598,Smallest Missing Non-negative Integer After Operations,39.3,Medium
2599,Make the Prefix Sum Non-negative,51.2,Medium
2600,K Items With the Maximum Sum,61.5,Easy
2601,Prime Subtraction Operation,37.6,Medium
2602,Minimum Operations to Make All Array Elements Equal,35.1,Medium
2603,Collect Coins in a Tree,37.1,Hard
2604,Minimum Time to Eat All Grains,41.5,Hard
2605,Form Smallest Number From Two Digit Arrays,53.6,Easy
2606,Find the Substring With Maximum Cost,56.3,Medium
2607,Make K-Subarray Sums Equal,36.4,Medium
2608,Shortest Cycle in a Graph,36.4,Hard
2609,Find the Longest Balanced Substring of a Binary String,46.1,Easy
2610,Convert an Array Into a 2D Array With Conditions,87.2,Medium
2611,Mice and Cheese,45.3,Medium
2612,Minimum Reverse Operations,16.4,Hard
2613,Beautiful Pairs,45.2,Hard
2614,Prime In Diagonal,33.7,Easy
2615,Sum of Distances,30.7,Medium
2616,Minimize the Maximum Difference of Pairs,44.0,Medium
2617,Minimum Number of Visited Cells in a Grid,24.8,Hard
2618,Check if Object Instance of Class,27.7,Medium
2619,Array Prototype Last,73.0,Easy
2620,Counter,80.6,Easy
2621,Sleep,86.5,Easy
2622,Cache With Time Limit,73.8,Medium
2623,Memoize,62.3,Medium
2624,Snail Traversal,65.0,Medium
2625,Flatten Deeply Nested Array,63.5,Medium
2626,Array Reduce Transformation,84.1,Easy
2627,Debounce,90.5,Medium
2628,JSON Deep Equal,38.5,Medium
2629,Function Composition,85.7,Easy
2630,Memoize II,30.8,Hard
2631,Group By,80.7,Medium
2632,Curry,89.4,Medium
2633,Convert Object to JSON String,77.4,Medium
2634,Filter Elements from Array,84.3,Easy
2635,Apply Transform Over Each Element in Array,85.6,Easy
2636,Promise Pool,80.1,Medium
2637,Promise Time Limit,81.2,Medium
2638,Count the Number of K-Free Subsets,47.0,Medium
2639,Find the Width of Columns of a Grid,67.2,Easy
2640,Find the Score of All Prefixes of an Array,70.1,Medium
2641,Cousins in Binary Tree II,67.8,Medium
2642,Design Graph With Shortest Path Calculator,70.7,Hard
2643,Row With Maximum Ones,75.5,Easy
2644,Find the Maximum Divisibility Score,49.0,Easy
2645,Minimum Additions to Make Valid String,50.2,Medium
2646,Minimize the Total Price of the Trips,45.0,Hard
2647,Color the Triangle Red,66.7,Hard
2648,Generate Fibonacci Sequence,82.7,Easy
2649,Nested Array Generator,79.1,Medium
2650,Design Cancellable Function,50.8,Hard
2651,Calculate Delayed Arrival Time,78.5,Easy
2652,Sum Multiples,85.3,Easy
2653,Sliding Subarray Beauty,32.8,Medium
2654,Minimum Number of Operations to Make All Array Elements Equal to 1,35.0,Medium
2655,Find Maximal Uncovered Ranges,53.1,Medium
2656,Maximum Sum With Exactly K Elements,81.9,Easy
2657,Find the Prefix Common Array of Two Arrays,80.9,Medium
2658,Maximum Number of Fish in a Grid,59.5,Medium
2659,Make Array Empty,25.2,Hard
2660,Determine the Winner of a Bowling Game,34.2,Easy
2661,First Completely Painted Row or Column,50.3,Medium
2662,Minimum Cost of a Path With Special Roads,38.2,Medium
2663,Lexicographically Smallest Beautiful String,36.6,Hard
2664,The Knight’s Tour,66.2,Medium
2665,Counter II,79.6,Easy
2666,Allow One Function Call,85.8,Easy
2667,Create Hello World Function,81.2,Easy
2668,Find Latest Salaries,70.6,Easy
2669,Count Artist Occurrences On Spotify Ranking List,71.4,Easy
2670,Find the Distinct Difference Array,77.3,Easy
2671,Frequency Tracker,29.5,Medium
2672,Number of Adjacent Elements With the Same Color,54.4,Medium
2673,Make Costs of Paths Equal in a Binary Tree,59.0,Medium
2674,Split a Circular Linked List,72.7,Medium
2675,Array of Objects to Matrix,69.2,Hard
2676,Throttle,82.7,Medium
2677,Chunk Array,83.0,Easy
2678,Number of Senior Citizens,76.5,Easy
2679,Sum in a Matrix,59.6,Medium
2680,Maximum OR,40.6,Medium
2681,Power of Heroes,30.4,Hard
2682,Find the Losers of the Circular Game,48.7,Easy
2683,Neighboring Bitwise XOR,61.5,Medium
2684,Maximum Number of Moves in a Grid,45.6,Medium
2685,Count the Number of Complete Components,65.1,Medium
2686,Immediate Food Delivery III,65.3,Medium
2687,Bikes Last Time Used,80.3,Easy
2688,Find Active Users,41.1,Medium
2689,Extract Kth Character From The Rope Tree,74.6,Easy
2690,Infinite Method Object,92.4,Easy
2691,Immutability Helper,39.8,Hard
2692,Make Object Immutable,64.0,Medium
2693,Call Function with Custom Context,80.3,Medium
2694,Event Emitter,75.0,Medium
2695,Array Wrapper,87.8,Easy
2696,Minimum String Length After Removing Substrings,69.4,Easy
2697,Lexicographically Smallest Palindrome,81.4,Easy
2698,Find the Punishment Number of an Integer,62.0,Medium
2699,Modify Graph Edge Weights,23.9,Hard
2700,Differences Between Two Objects,77.3,Medium
2701,Consecutive Transactions with Increasing Amounts,30.8,Hard
2702,Minimum Operations to Make Numbers Non-positive,52.0,Hard
2703,Return Length of Arguments Passed,94.1,Easy
2704,To Be Or Not To Be,61.9,Easy
2705,Compact Object,64.1,Medium
2706,Buy Two Chocolates,69.4,Easy
2707,Extra Characters in a String,52.5,Medium
2708,Maximum Strength of a Group,24.0,Medium
2709,Greatest Common Divisor Traversal,42.8,Hard
2710,Remove Trailing Zeros From a String,78.4,Easy
2711,Difference of Number of Distinct Values on Diagonals,70.9,Medium
2712,Minimum Cost to Make All Characters Equal,54.1,Medium
2713,Maximum Strictly Increasing Cells in a Matrix,30.3,Hard
2714,Find Shortest Path with K Hops,60.9,Hard
2715,Timeout Cancellation,88.3,Easy
2716,Minimize String Length,75.4,Easy
2717,Semi-Ordered Permutation,63.4,Easy
2718,Sum of Matrix After Queries,30.7,Medium
2719,Count of Integers,34.3,Hard
2720,Popularity Percentage,49.5,Hard
2721,Execute Asynchronous Functions in Parallel,74.1,Medium
2722,Join Two Arrays by ID,53.9,Medium
2723,Add Two Promises,91.0,Easy
2724,Sort By,82.0,Easy
2725,Interval Cancellation,78.8,Easy
2726,Calculator with Method Chaining,74.4,Easy
2727,Is Object Empty,79.4,Easy
2728,Count Houses in a Circular Street,84.4,Easy
2729,Check if The Number is Fascinating,51.8,Easy
2730,Find the Longest Semi-Repetitive Substring,36.2,Medium
2731,Movement of Robots,27.8,Medium
2732,Find a Good Subset of the Matrix,45.0,Hard
2733,Neither Minimum nor Maximum,76.5,Easy
2734,Lexicographically Smallest String After Substring Operation,30.4,Medium
2735,Collecting Chocolates,33.0,Medium
2736,Maximum Sum Queries,28.7,Hard
2737,Find the Closest Marked Node,55.5,Medium
2738,Count Occurrences in Text,55.7,Medium
2739,Total Distance Traveled,39.1,Easy
2740,Find the Value of the Partition,65.0,Medium
2741,Special Permutations,28.0,Medium
2742,Painting the Walls,50.9,Hard
2743,Count Substrings Without Repeating Character,70.6,Medium
2744,Find Maximum Number of String Pairs,81.0,Easy
2745,Construct the Longest New String,53.4,Medium
2746,Decremental String Concatenation,26.4,Medium
2747,Count Zero Request Servers,32.4,Medium
2748,Number of Beautiful Pairs,49.8,Easy
2749,Minimum Operations to Make the Integer Zero,29.4,Medium
2750,Ways to Split Array Into Good Subarrays,33.7,Medium
2751,Robot Collisions,40.4,Hard
2752,Customers with Maximum Number of Transactions on Consecutive Days,36.3,Hard
2753,Count Houses in a Circular Street II,70.7,Hard
2754,Bind Function to Context,86.7,Medium
2755,Deep Merge of Two Objects,64.2,Medium
2756,Query Batching,61.6,Hard
2757,Generate Circular Array Values,72.5,Medium
2758,Next Day,86.4,Easy
2759,Convert JSON String to Object,66.3,Hard
2760,Longest Even Odd Subarray With Threshold,29.4,Easy
2761,Prime Pairs With Target Sum,33.7,Medium
2762,Continuous Subarrays,40.7,Medium
2763,Sum of Imbalance Numbers of All Subarrays,46.1,Hard
2764,Is Array a Preorder of Some ‌Binary Tree,66.9,Medium
2765,Longest Alternating Subarray,33.8,Easy
2766,Relocate Marbles,51.4,Medium
2767,Partition String Into Minimum Beautiful Substrings,52.8,Medium
2768,Number of Black Blocks,36.1,Medium
2769,Find the Maximum Achievable Number,89.9,Easy
2770,Maximum Number of Jumps to Reach the Last Index,30.4,Medium
2771,Longest Non-decreasing Subarray From Two Arrays,29.0,Medium
2772,Apply Operations to Make All Array Elements Equal to Zero,32.6,Medium
2773,Height of Special Binary Tree,74.8,Medium
2774,Array Upper Bound,80.9,Easy
2775,Undefined to Null,67.0,Medium
2776,Convert Callback Based Function to Promise Based Function,91.9,Medium
2777,Date Range Generator,80.9,Medium
2778,Sum of Squares of Special Elements,80.6,Easy
2779,Maximum Beauty of an Array After Applying Operation,37.8,Medium
2780,Minimum Index of a Valid Split,61.9,Medium
2781,Length of the Longest Valid Substring,36.8,Hard
2782,Number of Unique Categories,83.4,Medium
2783,Flight Occupancy and Waitlist Analysis,36.7,Medium
2784,Check if Array is Good,49.4,Easy
2785,Sort Vowels in a String,81.4,Medium
2786,Visit Array Positions to Maximize Score,35.7,Medium
2787,Ways to Express an Integer as Sum of Powers,33.5,Medium
2788,Split Strings by Separator,73.7,Easy
2789,Largest Element in an Array after Merge Operations,46.9,Medium
2790,Maximum Number of Groups With Increasing Length,19.6,Hard
2791,Count Paths That Can Form a Palindrome in a Tree,47.3,Hard
2792,Count Nodes That Are Great Enough,59.4,Hard
2793,Status of Flight Tickets,74.3,Hard
2794,Create Object from Two Arrays,63.4,Easy
2795,Parallel Execution of Promises for Individual Results Retrieval,88.0,Medium
2796,Repeat String,93.3,Easy
2797,Partial Function with Placeholders,91.9,Easy
2798,Number of Employees Who Met the Target,87.6,Easy
2799,Count Complete Subarrays in an Array,64.7,Medium
2800,Shortest String That Contains Three Strings,30.2,Medium
2801,Count Stepping Numbers in Range,27.5,Hard
2802,Find The K-th Lucky Number,72.8,Medium
2803,Factorial Generator,85.9,Easy
2804,Array Prototype ForEach,89.1,Easy
2805,Custom Interval,81.7,Medium
2806,Account Balance After Rounded Purchase,52.1,Easy
2807,Insert Greatest Common Divisors in Linked List,88.4,Medium
2808,Minimum Seconds to Equalize a Circular Array,26.5,Medium
2809,Minimum Time to Make Array Sum At Most x,25.4,Hard
2810,Faulty Keyboard,83.3,Easy
2811,Check if it is Possible to Split Array,33.5,Medium
2812,Find the Safest Path in a Grid,49.2,Medium
2813,Maximum Elegance of a K-Length Subsequence,31.8,Hard
2814,Minimum Time Takes to Reach Destination Without Drowning,60.9,Hard
2815,Max Pair Sum in an Array,57.5,Easy
2816,Double a Number Represented as a Linked List,61.6,Medium
2817,Minimum Absolute Difference Between Elements With Constraint,33.4,Medium
2818,Apply Operations to Maximize Score,32.6,Hard
2819,Minimum Relative Loss After Buying Chocolates,54.5,Hard
2820,Election Results,64.5,Medium
2821,Delay the Resolution of Each Promise,64.3,Medium
2822,Inversion of Object,59.2,Easy
2823,Deep Object Filter,55.9,Medium
2824,Count Pairs Whose Sum is Less than Target,87.1,Easy
2825,Make String a Subsequence Using Cyclic Increments,48.9,Medium
2826,Sorting Three Groups,42.0,Medium
2827,Number of Beautiful Integers in the Range,17.6,Hard
2828,Check if a String Is an Acronym of Words,82.9,Easy
2829,Determine the Minimum Sum of a k-avoiding Array,61.1,Medium
2830,Maximize the Profit as the Salesman,35.9,Medium
2831,Find the Longest Equal Subarray,35.3,Medium
2832,Maximal Range That Each Element Is Maximum in It,73.5,Medium
2833,Furthest Point From Origin,64.4,Easy
2834,Find the Minimum Possible Sum of a Beautiful Array,39.0,Medium
2835,Minimum Operations to Form Subsequence With Target Sum,32.1,Hard
2836,Maximize Value of Function in a Ball Passing Game,30.4,Hard
2837,Total Traveled Distance,74.0,Easy
2838,Maximum Coins Heroes Can Collect,67.9,Medium
2839,Check if Strings Can be Made Equal With Operations I,46.8,Easy
2840,Check if Strings Can be Made Equal With Operations II,55.5,Medium
2841,Maximum Sum of Almost Unique Subarray,37.7,Medium
2842,Count K-Subsequences of a String With Maximum Beauty,29.1,Hard
2843,Count Symmetric Integers,74.1,Easy
2844,Minimum Operations to Make a Special Number,37.9,Medium
2845,Count of Interesting Subarrays,34.7,Medium
2846,Minimum Edge Weight Equilibrium Queries in a Tree,43.8,Hard
2847,Smallest Number With Given Digit Product,43.7,Medium
2848,Points That Intersect With Cars,75.0,Easy
2849,Determine if a Cell Is Reachable at a Given Time,35.7,Medium
2850,Minimum Moves to Spread Stones Over Grid,43.8,Medium
2851,String Transformation,29.1,Hard
2852,Sum of Remoteness of All Cells,65.3,Medium
2853,Highest Salaries Difference,73.7,Easy
2854,Rolling Average Steps,64.8,Medium
2855,Minimum Right Shifts to Sort the Array,57.7,Easy
2856,Minimum Array Length After Pair Removals,21.4,Medium
2857,Count Pairs of Points With Distance k,32.0,Medium
2858,Minimum Edge Reversals So Every Node Is Reachable,58.6,Hard
2859,Sum of Values at Indices With K Set Bits,86.4,Easy
2860,Happy Students,51.9,Medium
2861,Maximum Number of Alloys,37.9,Medium
2862,Maximum Element-Sum of a Complete Subset of Indices,43.6,Hard
2863,Maximum Length of Semi-Decreasing Subarrays,71.6,Medium
2864,Maximum Odd Binary Number,83.0,Easy
2865,Beautiful Towers I,43.4,Medium
2866,Beautiful Towers II,34.5,Medium
2867,Count Valid Paths in a Tree,34.6,Hard
2868,The Wording Game,61.6,Hard
2869,Minimum Operations to Collect Elements,59.8,Easy
2870,Minimum Number of Operations to Make Array Empty,62.0,Medium
2871,Split Array Into Maximum Number of Subarrays,43.7,Medium
2872,Maximum Number of K-Divisible Components,58.2,Hard
2873,Maximum Value of an Ordered Triplet I,45.3,Easy
2874,Maximum Value of an Ordered Triplet II,41.3,Medium
2875,Minimum Size Subarray in Infinite Array,30.7,Medium
2876,Count Visited Nodes in a Directed Graph,32.6,Hard
2877,Create a DataFrame from List,81.0,Easy
2878,Get the Size of a DataFrame,84.6,Easy
2879,Display the First Three Rows,92.5,Easy
2880,Select Data,78.3,Easy
2881,Create a New Column,89.7,Easy
2882,Drop Duplicate Rows,84.6,Easy
2883,Drop Missing Data,64.0,Easy
2884,Modify Columns,91.3,Easy
2885,Rename Columns,84.7,Easy
2886,Change Data Type,86.7,Easy
2887,Fill Missing Data,71.6,Easy
2888,Reshape Data: Concatenate,90.1,Easy
2889,Reshape Data: Pivot,80.0,Easy
2890,Reshape Data: Melt,84.7,Easy
2891,Method Chaining,74.7,Easy
2892,Minimizing Array After Replacing Pairs With Their Product,40.6,Medium
2893,Calculate Orders Within Each Interval,67.5,Medium
2894,Divisible and Non-divisible Sums Difference,88.5,Easy
2895,Minimum Processing Time,68.6,Medium
2896,Apply Operations to Make Two Strings Equal,26.5,Medium
2897,Apply Operations on Array to Maximize Sum of Squares,47.1,Hard
2898,Maximum Linear Stock Score,68.5,Medium
2899,Last Visited Integers,65.8,Easy
2900,Longest Unequal Adjacent Groups Subsequence I,63.7,Easy
2901,Longest Unequal Adjacent Groups Subsequence II,27.1,Medium
2902,Count of Sub-Multisets With Bounded Sum,20.5,Hard
2903,Find Indices With Index and Value Difference I,62.0,Easy
2904,Shortest and Lexicographically Smallest Beautiful String,38.6,Medium
2905,Find Indices With Index and Value Difference II,32.1,Medium
2906,Construct Product Matrix,30.8,Medium
2907,Maximum Profitable Triplets With Increasing Prices I,57.4,Medium
